acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,name,preview_url,album_id,album_type,artist_id,image_300,image_64,image_640,album_name,release_date,artist_name,zero,one,nn_distance,closest_track_id,album_distance
0.94,0.53,286159.0,0.18,3kFDnFj6asUJsUPodsWT2o,0.0,9.0,0.0685,-12.0,1.0,0.03,95.0,3.0,0.3,Away from the Current (Piano Version),https://p.scdn.co/mp3-preview/53df8d0ca25774ac6f32656c731203c5b79ae4dc?cid=3b33859d46fe4fd1a085151a8fefa86d,7Lnn2od0JUFPDM6H9RXPBQ,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/8391a495821e85255387895b1097908f00b768b3,https://i.scdn.co/image/9c522df1f7f08ce7b65c9b505aaf35b2ac9a7d9e,https://i.scdn.co/image/61b93caef24cffea5fc330f7e9598e3c00f6d93a,Away from the Current (Piano Version),2018,Keiko Necesario,2.7281197127109564,0.07782549138068995,0.1424859974239345,6iHpgThFkznP4xEk4gL9ds,
0.23,0.52,276625.0,0.53,1I4FVXxMHTy07BvPO1mVjA,0.0,2.0,0.0991,-9.0,0.0,0.05,127.0,4.0,0.18,Blithe,https://p.scdn.co/mp3-preview/eb26892ab91d76256e9a2ee641396cdc80df0037?cid=3b33859d46fe4fd1a085151a8fefa86d,5ekL2fwFPglRj6BvLLU26A,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/c0f426a1f59c24737c9ef19dfda02d2bb7889cf7,https://i.scdn.co/image/53cbcae495e1ab18bb4252baa37f3bd1ae4b2f99,https://i.scdn.co/image/a96d2b2c57d0e877e6b5f2f831b5e8d46f7baa6b,Blithe,2018,Keiko Necesario,0.2906150883991494,-0.8973319758193236,0.034424761013416766,3fjghr95n2g1CMfMUNRNhe,
0.17,0.69,169000.0,0.67,2vqAmth0yZZbBxwmVdE9V2,0.0,3.0,0.308,-6.0,1.0,0.02,111.0,4.0,0.66,Panaginip,https://p.scdn.co/mp3-preview/f4ec898a5de17d317e29be1169624591b6708d1e?cid=3b33859d46fe4fd1a085151a8fefa86d,6fRKrRev7RcNBXCm326IXw,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/b3ba2776d129b552a8319d8f053ac9c97dafa7ab,https://i.scdn.co/image/d2451460b17295c19c456d5bc29cc9a893b73d0b,https://i.scdn.co/image/1af5c100685384810c833019cebeb0c527fbdcce,Ang Babaeng Allergic Sa Wifi (Original Motion Picture Soundtrack),2018,Keiko Necesario,-1.1585183380431117,1.114387864318297,0.04009457895555528,3gCt0m6pOS9Qmnr5N59itH,
0.84,0.33,261935.0,0.15,39fNON9tzWSkuLbpGAHJnD,0.0,1.0,0.14400000000000002,-14.0,1.0,0.03,124.0,4.0,0.19,Connection,https://p.scdn.co/mp3-preview/adeb9b04e00bc9506a870c49b47c8625730e25bc?cid=3b33859d46fe4fd1a085151a8fefa86d,6fRKrRev7RcNBXCm326IXw,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/b3ba2776d129b552a8319d8f053ac9c97dafa7ab,https://i.scdn.co/image/d2451460b17295c19c456d5bc29cc9a893b73d0b,https://i.scdn.co/image/1af5c100685384810c833019cebeb0c527fbdcce,Ang Babaeng Allergic Sa Wifi (Original Motion Picture Soundtrack),2018,Keiko Necesario,2.939563668262702,-1.5550511649524916,0.10516794101478118,7A9049Pua997dwx7M9v8d4,
0.88,0.42,243500.0,0.21,23GURsZ8hfMKVjUpm16IMq,0.0,2.0,0.11699999999999999,-13.0,1.0,0.04,139.0,4.0,0.23,Maybe in Another Lifetime,https://p.scdn.co/mp3-preview/393aee732146fda8572c0d2a6c8997e508768238?cid=3b33859d46fe4fd1a085151a8fefa86d,6fRKrRev7RcNBXCm326IXw,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/b3ba2776d129b552a8319d8f053ac9c97dafa7ab,https://i.scdn.co/image/d2451460b17295c19c456d5bc29cc9a893b73d0b,https://i.scdn.co/image/1af5c100685384810c833019cebeb0c527fbdcce,Ang Babaeng Allergic Sa Wifi (Original Motion Picture Soundtrack),2018,Keiko Necesario,2.474574882259702,-1.2132163100703008,0.14610693240023226,396CunFhumd166HkToOofh,
0.89,0.42,268382.0,0.11,06AxnsCACcLbrkVVCA6UCv,0.0,9.0,0.11599999999999999,-12.0,1.0,0.04,125.0,4.0,0.27,Paano Na?,https://p.scdn.co/mp3-preview/27a622e37ce12c194bedce3de66a6dfb92a0bdd4?cid=3b33859d46fe4fd1a085151a8fefa86d,6fRKrRev7RcNBXCm326IXw,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/b3ba2776d129b552a8319d8f053ac9c97dafa7ab,https://i.scdn.co/image/d2451460b17295c19c456d5bc29cc9a893b73d0b,https://i.scdn.co/image/1af5c100685384810c833019cebeb0c527fbdcce,Ang Babaeng Allergic Sa Wifi (Original Motion Picture Soundtrack),2018,Keiko Necesario,2.6953485915611664,-0.9706554256403889,0.06471114355294273,4zT7DailyQrDhNsGltxpGv,
0.48,0.5,270698.0,0.55,6b5pWdPQy9i85vBZR3pl2T,0.0,0.0,0.10400000000000001,-8.0,1.0,0.04,172.0,4.0,0.29,Di Bale Na,https://p.scdn.co/mp3-preview/ff62e4ee99ce31af1ebc5df36ff2df1a2e6178c5?cid=3b33859d46fe4fd1a085151a8fefa86d,1Sj39kljA9dzt4Mu9OcuXW,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/a2e25b0a39a51ddf378540dfb60e2e0fa8cd365e,https://i.scdn.co/image/00cc1f35b289128e84a9685068ca55568678c94b,https://i.scdn.co/image/a7ac404972070d0f259647cfea90f7c595510460,Di Bale Na,2018,Keiko Necesario,0.027918746378523002,-1.3055396982333622,0.05703463515949039,5Y33pd27lE5hznJFeD4dAk,
0.03,0.81,231207.0,0.6,54Xd504CFfd9jWTcpNPg2U,0.0,2.0,0.0938,-7.0,1.0,0.05,116.0,4.0,0.71,While We Are Young,https://p.scdn.co/mp3-preview/4334e7291f2d51d3bfd2d8bc07104c08f24c7e7c?cid=3b33859d46fe4fd1a085151a8fefa86d,7B29Ri50mUo61JNbnH8dre,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/0170ed608877f1d6f73921d03138f3f14fda76e0,https://i.scdn.co/image/834c4e569e01a0507ad85d3c4e0ddce8f77cecad,https://i.scdn.co/image/1976a129a79d26ed25c6b58d712bd88593abbd73,Escape,2017,Keiko Necesario,-1.1000905091618296,1.8433614308536428,0.08602022364204716,0hcUZZIStAnMoiMm7Xeh3w,
0.2,0.48,251294.0,0.66,0ghwbO2V01fXhpMMwx0sw1,0.0,3.0,0.10400000000000001,-10.0,1.0,0.1,85.0,4.0,0.7,Highway,https://p.scdn.co/mp3-preview/f2b234b644fad3786cd918ea33cb190befde24bb?cid=3b33859d46fe4fd1a085151a8fefa86d,7B29Ri50mUo61JNbnH8dre,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/0170ed608877f1d6f73921d03138f3f14fda76e0,https://i.scdn.co/image/834c4e569e01a0507ad85d3c4e0ddce8f77cecad,https://i.scdn.co/image/1976a129a79d26ed25c6b58d712bd88593abbd73,Escape,2017,Keiko Necesario,-0.5320593197728739,0.9134030374609138,0.029537939925980045,3JYlmYPaEh9csIGUPMAGp4,
0.66,0.54,301622.0,0.52,6KCKbh4PXZGP7Rykg2v6gj,0.01,6.0,0.0962,-11.0,1.0,0.03,148.0,4.0,0.18,Escape,https://p.scdn.co/mp3-preview/af3def5aa54572f1c3e80a7e7f100d5480eb7585?cid=3b33859d46fe4fd1a085151a8fefa86d,7B29Ri50mUo61JNbnH8dre,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/0170ed608877f1d6f73921d03138f3f14fda76e0,https://i.scdn.co/image/834c4e569e01a0507ad85d3c4e0ddce8f77cecad,https://i.scdn.co/image/1976a129a79d26ed25c6b58d712bd88593abbd73,Escape,2017,Keiko Necesario,1.0758617326240303,-0.9982150562451376,0.04028861296613797,2ICssQkD3jnm6sWc4tEttR,
0.07,0.66,276486.0,0.78,7MwvSPbO4n8hVVM8Hdjg7F,0.0,0.0,0.113,-7.0,0.0,0.11,148.0,4.0,0.55,Highway - Remix,https://p.scdn.co/mp3-preview/801d275156ad9ea7c08cea91adac511633ac286b?cid=3b33859d46fe4fd1a085151a8fefa86d,7B29Ri50mUo61JNbnH8dre,single,0DouUeF604QbSdKYIL3xrq,https://i.scdn.co/image/0170ed608877f1d6f73921d03138f3f14fda76e0,https://i.scdn.co/image/834c4e569e01a0507ad85d3c4e0ddce8f77cecad,https://i.scdn.co/image/1976a129a79d26ed25c6b58d712bd88593abbd73,Escape,2017,Keiko Necesario,-1.5977832677584296,0.519467332156012,0.06016184995827452,1tW2vOJDV2GT5vl9h7VB9W,
0.03,0.23,300240.0,0.7,0wUSZjJVblGKntOqBSWMdo,0.0,6.0,0.0749,-5.0,1.0,0.03,152.0,4.0,0.29,Bawat Daan,https://p.scdn.co/mp3-preview/0551b5d0fa52062ca00b3b0eff8bf1891cded250?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-1.4611315506165858,-2.5641791456574956,0.08922030301637222,7xKQ2qs0PfgIoxNM2B7sv9,1.9192699454716318
0.64,0.56,256560.0,0.35,1PylPQlmQ2ymbRFtEqs3NM,0.0,8.0,0.10400000000000001,-10.0,1.0,0.03,152.0,3.0,0.42,Kasayaw,https://p.scdn.co/mp3-preview/b434c86985fe1dd65ca371304185ed25cb54f0ab?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,0.968580602506824,-0.45674760422537247,0.0611222733100197,3I2fxo7S9Z29I7xsntRCLD,1.9192699454716318
0.01,0.47,278107.0,0.75,461EfHiwzh8ZCZGaFEIaAJ,0.0,1.0,0.073,-5.0,1.0,0.04,144.0,4.0,0.33,Prom,https://p.scdn.co/mp3-preview/7f523b6103f845ed93716722e3a5cbf82f238af2?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-1.6852451149061927,-1.1881953728883279,0.05331224662305172,00mBzIWv5gHOYxwuEJXjOG,1.9192699454716318
0.0,0.5,259280.0,0.82,4ZMMxYeUfDcTbJrYbHYkH9,0.0,8.0,0.0619,-5.0,1.0,0.04,125.0,4.0,0.43,Hanggang Wala Nang Bukas - Theme from Heneral Luna,https://p.scdn.co/mp3-preview/842d56a672e72afe49cc5c8becdde300c1b659dd?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-1.7922602912946375,-0.5552597979873073,0.04970717618046305,6vMN7B40BimKGMz9ZU5FE7,1.9192699454716318
0.17,0.53,295253.0,0.41,2FdFtKCpMUVSyjfrisntqS,0.0,7.0,0.12300000000000001,-8.0,1.0,0.03,76.0,4.0,0.16,Dapit-Hapon,https://p.scdn.co/mp3-preview/ad1891718c575c2a846c44fef1f49346a458a04f?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,0.5979640263356466,-0.2606776152700168,0.024140649054743873,2eL4S1gXlQ3aCQzQQEVB5c,1.9192699454716318
0.92,0.33,301853.0,0.14,4VqJWTZcYYYrxumLAvKrEu,0.0,1.0,0.0862,-12.0,1.0,0.03,136.0,4.0,0.22,Huwag Ka Nang Umiyak,https://p.scdn.co/mp3-preview/b9f3731c08b20d3a7dbb8f3b0fd3495c4ba89518?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,2.560476416162857,-1.6745616940113262,0.16120466448861787,06IPbvFOLoAQ3BDy3XDt0r,1.9192699454716318
0.02,0.42,354559.0,0.52,58qgkXnO7WNhSlrafaFiHo,0.0,3.0,0.34600000000000003,-6.0,1.0,0.03,88.0,4.0,0.1,Lakambini - Version 1,https://p.scdn.co/mp3-preview/2e357dea11a3ff6f53789e27a8d5fef0cc2d10a6?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-0.11909612533933218,-1.1987284947640875,0.035498204020623605,4gPLvcsjtvFCQPFuNtlDlu,1.9192699454716318
0.24,0.58,213280.0,0.75,10KwgxxuINm8qfrscMSyog,0.0,7.0,0.196,-6.0,1.0,0.03,144.0,4.0,0.68,Padayon - Theme from Kid Kulafu,https://p.scdn.co/mp3-preview/ed8a95a1f189daa4ff972fb3ee72752b17fb584b?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-1.529592471933904,0.2199697008702042,0.018711475623412317,2hyi70j7C1xMX4MqXyebbv,1.9192699454716318
0.76,0.51,267307.0,0.2,42yZr565myfKAp5WIqUYO7,0.0,11.0,0.127,-12.0,1.0,0.03,150.0,4.0,0.25,Halik Sa Hangin - Theme from Halik Sa Hangin,https://p.scdn.co/mp3-preview/b4843ff7eafb2c9b5766854d4da7cc3f78c96a43?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,2.120325354223715,-0.9444626885214241,0.07830743691379398,2P70FaBqTLN8pcfEklLO6R,1.9192699454716318
0.47,0.67,183040.0,0.87,52YWyznut721L6RHxl86Cz,0.0,11.0,0.115,-5.0,0.0,0.07,97.0,4.0,0.76,Ang Probinsyano - Theme from Ang Probinsyano,https://p.scdn.co/mp3-preview/15325a96bddf8a721f0480223542ad4c3fbe6b30?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,-1.4214558054698756,1.640924289811008,0.024476433694478706,7EUZPD4M6DI29wZGUWWBlC,1.9192699454716318
0.61,0.31,246733.0,0.47,7eZPRonoAKbowI5ZEf8oi8,0.0,9.0,0.11800000000000001,-6.0,1.0,0.03,141.0,3.0,0.27,Makita Kang Muli,https://p.scdn.co/mp3-preview/4b544958bb471a608e0d4e111332bbb3275bb7ad?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,0.2539217957648131,-1.9192957633917642,0.10439198146684919,6amGYpaOWPvgU8ENChwnGR,1.9192699454716318
0.65,0.33,354627.0,0.33,1TGRZIWylc4sF6lXKKPiY4,0.0,3.0,0.0824,-8.0,1.0,0.03,176.0,4.0,0.26,Lakambini - Version 2,https://p.scdn.co/mp3-preview/0c11fd933aa6efe2322ee0c686bc1673d20aa4fc?cid=3b33859d46fe4fd1a085151a8fefa86d,4acHD3ykZw3DYLcLW1Mqv3,album,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/dc109b9916948d034aa24517f4573bbd7145312b,https://i.scdn.co/image/a890ba4d60c8aac17451badc4c2dda88877a4dc7,https://i.scdn.co/image/7b4f6d25940e6ca5802d4652a96af5f7ce2f46ff,Bawat Daan,2015,Ebe Dancel,0.8286690631606908,-2.275581227329593,0.16699308915387595,4nMXIQ6NKfqXzAa3PbMTMp,1.9192699454716318
0.0,0.44,276528.0,0.83,4FzJFG7qtwrFBmfjtk76Xl,0.0,8.0,0.24600000000000002,-6.0,1.0,0.07,114.0,4.0,0.49,"Bayani Ka Ng Mundo - From ""Bagani""",https://p.scdn.co/mp3-preview/fd0d48072cd75961e8981040305ada61d0a763a2?cid=3b33859d46fe4fd1a085151a8fefa86d,45OFUqBmGjI6Jsd4KqftiN,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/24fcac73876549d4ce1bddbbecc6db89e393ea26,https://i.scdn.co/image/bda5986fed38e90eea0f836ce34368325358218c,https://i.scdn.co/image/28da358ec862f7262c31594aa042e5cf3dec5944,"Bayani Ka Ng Mundo (From ""Bagani"")",2018,Ebe Dancel,-1.7252698319673903,-0.4250726915668602,0.028737322921447074,6Twuwl6h47naQSDCjlEs1v,
0.0,0.59,218093.0,0.9,3a7c8dRD2v3afhAPPnFOfp,0.0,11.0,0.318,-8.0,0.0,0.05,102.0,4.0,0.57,"Ang Panday - From ""Ang Panday""",https://p.scdn.co/mp3-preview/ece574c997fedabb5a81f7e609e159b3294978b7?cid=3b33859d46fe4fd1a085151a8fefa86d,5oNX815ixiUNMShrsxKaZU,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/3f98a010dc1a2f8655c2182f05f56b0a09cf27ad,https://i.scdn.co/image/4f58bb5611e4702980a45c8ad35baec1ade86287,https://i.scdn.co/image/1b1a72188578b44263edfc2d587db6b8398624d8,"Ang Panday (From ""Ang Panday"")",2017,Ebe Dancel,-1.6199918781322866,0.6211654235029622,0.05034254634800715,18H2Rkky7rc2eYz9LiT1dY,
0.84,0.45,286585.0,0.38,19d2VqwybUEdi6POq71bZh,0.0,7.0,0.11,-8.0,1.0,0.03,156.0,4.0,0.26,"Sa'Yo - From ""Last Night""",https://p.scdn.co/mp3-preview/4ad5a0cba8dbbff1f3b4c50a37d1ef7254ec1da1?cid=3b33859d46fe4fd1a085151a8fefa86d,0qd9bPdDFUV8iWmLihAmIO,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/3fc220e53a42bf1440ad0d880f497296ad5f9273,https://i.scdn.co/image/e09c16bf39a7519372a3cdc4ea2d93e23b81f5fc,https://i.scdn.co/image/c0bc84f1f61364a0701df5338c6249cd79466e33,"Sa'Yo (From ""Last Night"")",2017,Ebe Dancel,1.0604300040501056,-1.3883346854716287,0.03558562909813914,1zuRKH1GUi6jAwiNws7vor,
0.76,0.49,262286.0,0.5,1XVWOLFELbzyPjdoCIG9qg,0.0,6.0,0.128,-7.0,1.0,0.03,73.0,4.0,0.14,"Kahapon, Ngayon At Bukas",https://p.scdn.co/mp3-preview/6c50a0a009b5fe093358da03816cbdb06d5d03fe?cid=3b33859d46fe4fd1a085151a8fefa86d,1RqtUZxpDl1UPe8OBzwmKd,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/f1f2fc64cafc64882d6d589047e12383f3b43cb4,https://i.scdn.co/image/fa769721d51bad0d97210beda8f12e8d7a06810d,https://i.scdn.co/image/e2d148bf95ee0b29c8cdc4236e5645a2ac98a94f,"Kahapon, Ngayon At Bukas",2017,Ebe Dancel,1.2545512858577614,-0.35264220113057065,0.03343960209344432,5UBO4PKTr1RsftzvTR6kKS,
0.08,0.57,275518.0,0.78,7aVzTWfC0g3PBDXCKk9WXx,0.0,11.0,0.11800000000000001,-6.0,1.0,0.03,130.0,4.0,0.55,Dahilan,https://p.scdn.co/mp3-preview/e118ed9c14de9c77f1cfc7f8aee203bff0d4d712?cid=3b33859d46fe4fd1a085151a8fefa86d,1W3WbNvfJb3dSYlHofxhS6,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/f8981c3c2b26ab1bfb68b4a44fb600f21a2bcbbd,https://i.scdn.co/image/eaafc9fdc078cbef361a6d0f196799e7b070dec1,https://i.scdn.co/image/d3035e8653d356b76005f097e3b260a7d1a658c3,Dahilan,2017,Ebe Dancel,-1.6768894738760292,0.033961910321919316,0.03545456806331926,1NRjOI8cbl4chUnq62jwfB,
0.0,0.54,257280.0,0.72,2GhxIhQMU8pEFIkslAWFUy,0.0,8.0,0.0709,-9.0,1.0,0.03,125.0,4.0,0.44,Hanggang Wala Nang Bukas,https://p.scdn.co/mp3-preview/bc1a1acbfbc6341185b830d2bf962ee6342b2016?cid=3b33859d46fe4fd1a085151a8fefa86d,3RSLhuJYHVM22XT5ytGh6P,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/c80727557ea86c0e33b8cebc5a712b50325e1742,https://i.scdn.co/image/4a7e66c129a7ae102457736bd9a8a01b514c48a7,https://i.scdn.co/image/9fd6e1347ba97a79e8e357e7e291ea43b4f3964a,Bawat Daan Preview,2015,Ebe Dancel,-0.9720060387173381,-0.29052228154622173,0.047298703866033985,4ePtdwRsSSBxsRzVXO6oyJ,
0.03,0.56,255011.0,0.8,1gmkYZhEmYDnLf3kQuerln,0.0,8.0,0.0746,-5.0,1.0,0.03,125.0,4.0,0.4,Hanggang Wala Nang Bukas - Heneral Luna Movie Theme Song,https://p.scdn.co/mp3-preview/fee7b615dde74050d6aeddcf1b56fd1d1abfe23d?cid=3b33859d46fe4fd1a085151a8fefa86d,3BNFCbWgK27lrurYASMDeh,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/154dff0cd57207b51e847acc1f3eb5ba93b70ca3,https://i.scdn.co/image/7cf7552afac5841d7b1c1bc9e6a82ffe27e004b6,https://i.scdn.co/image/fe27952e1dc4e62e08fac075f9977e4deb103320,Hanggang Wala Nang Bukas (Heneral Luna Movie Theme Song),2015,Ebe Dancel,-1.6434667466842492,-0.311569815486926,0.020168338591267446,7aX1qUwNPwK7GczgJj0oU2,
0.18,0.58,217864.0,0.54,6NQK3PUIcPWXxQvkhC6R5A,0.0,7.0,0.177,-10.0,1.0,0.03,144.0,4.0,0.77,Padayon,https://p.scdn.co/mp3-preview/36c1de3522d48ffca6ef02751bc307b04a4dd6a3?cid=3b33859d46fe4fd1a085151a8fefa86d,3uYkx1w3iIjUBbVvn9o39W,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/a482f0e73686ad6051e63113c8a03a5a8904d506,https://i.scdn.co/image/03c53a40ed3d370888046cd85436a1bb30a8a3ce,https://i.scdn.co/image/775d4336fda4401c60a9f4e9655451bca1a4172e,Padayon (Theme From Kid Kulapo),2015,Ebe Dancel,-0.6315879544358245,0.47115279573996577,0.03133351823118282,553ahz6zeM6znoepcrEGhQ,
0.01,0.61,217864.0,0.52,3XGyrEUztdYjXmYVhmgJdh,0.65,7.0,0.311,-12.0,1.0,0.03,144.0,4.0,0.54,Padayon - Instrumental Version,https://p.scdn.co/mp3-preview/6739bb529781096695fbbe387f8fc457527d904c?cid=3b33859d46fe4fd1a085151a8fefa86d,3uYkx1w3iIjUBbVvn9o39W,single,543f0NvGig5Moo9XROTUur,https://i.scdn.co/image/a482f0e73686ad6051e63113c8a03a5a8904d506,https://i.scdn.co/image/03c53a40ed3d370888046cd85436a1bb30a8a3ce,https://i.scdn.co/image/775d4336fda4401c60a9f4e9655451bca1a4172e,Padayon (Theme From Kid Kulapo),2015,Ebe Dancel,-0.026413700522235795,-0.20020088220863452,0.03544853122189463,4Swojump5Ol7Y2qaUw6xb0,
0.01,0.59,268667.0,0.74,6VD2H125YvlBVGKuHeb9rJ,0.02,4.0,0.0375,-3.0,1.0,0.04,134.0,4.0,0.5,Gising,https://p.scdn.co/mp3-preview/3367dc721496d757f76aad3a6b31a5a005d0d290?cid=3b33859d46fe4fd1a085151a8fefa86d,4bU263JJqschDhYZRgbnt7,album,3Hvxz2oZPYuo61ChHKcqQI,https://i.scdn.co/image/e68fc823672587bf67f8fa2256d34169a7503b69,https://i.scdn.co/image/c68a58405f92fecb38a4e86b965e4b328ae0817a,https://i.scdn.co/image/0f63799b2c00ca89e0a3818c052b09dad24cac3d,Papunta Pabalik,2016,Autotelic,-2.089769222452364,-0.0936153348601902,0.02367930642765456,1SZuNx9TtE5da7twgYkKAq,1.219645519300217
0.05,0.6,264253.0,0.74,0Yb0T1IVTzNBSZu790EvDL,0.0,11.0,0.16899999999999998,-4.0,1.0,0.04,120.0,4.0,0.62,Languyin,https://p.scdn.co/mp3-preview/8139f7d5c2ca1df3f0de3df4bc6578c350f0bd57?cid=3b33859d46fe4fd1a085151a8fefa86d,4bU263JJqschDhYZRgbnt7,album,3Hvxz2oZPYuo61ChHKcqQI,https://i.scdn.co/image/e68fc823672587bf67f8fa2256d34169a7503b69,https://i.scdn.co/image/c68a58405f92fecb38a4e86b965e4b328ae0817a,https://i.scdn.co/image/0f63799b2c00ca89e0a3818c052b09dad24cac3d,Papunta Pabalik,2016,Autotelic,-1.8825238162077258,0.4199690135125522,0.008982693841561185,6wQfYfvTyVv6e1LAGlatZO,1.219645519300217
